Date,Year,Cnt_Mth,Title,Incident_Area,Location,Open/Close_Location,Target,Cause,Summary,Fatalities,Injured,Total_victims,Age,Employeed_(Y/N),Employed_at,Mental_Health_Issues,Race,Gender,Latitude,Longitude
8/1/1966,1966,22,University of Texas at Austin,University,"Austin, Texas",Close,random,terrorism,"On August 1, 1966, a 25-year-old engineering student at the University of Texas in Austin killed sixteen people and wounded thirty-two others in and around the Tower of the University of Texas. Prior to commencing the mass shootings at the University, the student and former U.S. Marine, had murdered both his wife and mother in Austin, Texas.",17,32,48,25,0,,Yes,White,Male,30.1988873,-97.84415949
11/12/1966,1966,19,Rose-Mar College of Beauty,University,"Mesa, Arizona",Close,random,terrorism,"On November 12, 1966, an 18-year-old high school student entered the Rose-Mar College of Beauty in Mesa, Arizona, ordering his victims to lay on the ground in a circle. The gunman shot and killed four women and a child and injured another woman and an infant. He considered a few sites, like his school, where he thought of wiping out the teachers. Finally, he settled on the Rose-Mar College of Beauty, where he thought he'd get a nice large group of victims.",5,1,6,18,0,,Yes,White,Male,33.42268696,-111.8163202
11/11/1971,1971,18,St. Aloysius Church,Church,"Spokane, Washington",Close,random,terrorism,"On November 11, 1971, a former MIT student entered St. Aloysius Roman Catholic Church on the Gonzaga University campus. The shooter killed the caretaker and wounded four more people before he was killed by police.",2,4,5,,0,,Yes,White,Male,47.67367375,-117.4159843
12/31/1972,1972,28,New Orleans Police Shootings,Police Department,"New Orleans, Louisiana",Unknown,random,psycho,"On New Year's Eve in 1972, a 23-year-old ex-Navy dental technician went to the central lockup New Orleans Police Department and shot four policeman that day.  Seven days later on January 7, 1973, the shooter shot a grocer and entered the Downtown Howard Johnson Hotel where he shot seventeen people before killed him at the top of the hotel roof.",10,13,22,23,0,,Yes,Black,Male,30.0687242,-89.93147412
1/17/1974,1974,27,Clara Barton Elementary School,School,"Chicago, Illinois",Close,Teachers,anger,"On January 17, 1974, a 14-year-old student entered Clara Barton Elementary School in Chicago, Illinois and killed the principal and wounded three others before he was seized by a teacher when both his guns jammed. Apparently, the student was angry at the fact that he had been expelled from the school and transferred to a social adjustment center earlier that week.",1,3,4,14,0,,Yes,Other,Male,41.83928045,-87.68818145
12/30/1974,1974,27,Olean High School,School,"Olean, New York",Open+Close,random,terrorism,"On December 30, 1974, a 17-year-old honor student and member of the school's rifle team, entered Olean High School, looked himself in a room on the school's third floor, where he shot a custodian inside the building and nine people on the streets below. Following the shooting, police had found homemade propane bombs in Barbaro's bedroom, as well as bomb recipes and a journal that detailed his plans of the shooting.",3,7,10,17,0,,No,White,Male,42.08185369,-78.43213922
2/19/1976,1976,50,Los Angeles Computer Learning Center,School,"Los Angeles, California",Close,Students,anger,"On February 19, 1976, a 18-year-old student at a Los Angeles computer school opened fire during a test at his fellow students with a shotgun, killing one student and wounding several others. When trying to escape, he was apprehended by a security guard who exchanged fire with the shooter, leaving him critically wounded. The security guard was injured during the exchange.",1,7,8,18,0,,Unknown,White,Male,34.17622092,-118.5399542
7/12/1976,1976,15,Cal State Fullerton,University,"Fullerton, California",Close,random,terrorism,"On July 12, 1976, a 37-year-old custodian at California State University in Fullerton open fired in the library's first-floor lobby and at the building's Instructional Media Center killing seven people and wounding two others. ",7,2,9,37,1,California State University,Yes,White,Male,33.88404244,-117.92785
1/29/1979,1979,26,Grover Cleveland Elementary School,School,"San Diego, California",Open,Children,terrorism,"On January 29, 1979, a 16-year-old opened fire at children waiting to enter Grover Cleveland Elementary School. The shooter put herself by a window in her home and began shooting across the street while the children were waiting outside for the principal to open the gate.  The principal and a custodian were killed and eight children and a police officer were injured.",2,9,11,16,0,,Yes,White,Female,32.86357277,-117.1281628
10/6/1979,1979,21,University of South Carolina,University,"Columbia, South Carolina",Close,Students,Unknown,"On October 6, 1979, a 19-year-old student at University of South Carolina opened fire at a homecoming weekend fraternity party, killing two students and wounding five others.",2,5,7,19,0,,Unknown,Black,Male,34.05098834,-80.82077527
3/19/1982,1982,37,Valley High School,School,"Las Vegas, Nevada",Close,Students+Teachers,Unknown,"On March 19, 1982, a 17-year-old student walked into Valley High School in Las Vegas, Nevada. The shooter shot and killed a teacher and injured two students.",1,2,3,17,0,,Yes,White,Male,36.18931923,-115.3264875
8/20/1982,1982,21,Welding shop in Miami,Workplace,"Miami, Florida",Close,welding shop employees,psycho,"On August 20, 1982, a 51-year-old teacher on psychiatric leave opened fire inside a welding shop in Miami, Florida killing eight employees and wounding another three. The shooter was later shot and run down by two witnesses while he was cycling away from the crime scene.",9,3,11,51,0,,Yes,White,Male,25.79653943,-80.20840397
2/18/1983,1983,49,Wah Mee Club in Seattle,Nightclub,"Seattle, Washington",Close,random,terrorism,"On February 18, 1983, three man between the ages of 22 and 24 entered the Wah Mee gambling club in Seattle, Washington, shooting fourteen people. Thirteen victims lost their lives, but one survived to testify.",13,1,14,23,0,,Unknown,Asian,Male,47.62199575,-122.323646
8/19/1983,1983,20,Johnston Post Office,Post Office,"Johnston, South Carolina",Close,postmaster,anger,"On August 19, 1983, a 55-year-old former postal worker went into the Johnston Post Office in South Carolina three months after he had resigned. He killed the local postmaster and wounded three others. It was the last day at work for the postmaster.",1,3,4,55,0,,Yes,White,Male,33.83272887,-81.8051584
2/24/1984,1984,48,49th Street Elementary School,School,"Los Angeles, California",Open,Children,terrorism,"On February 24, a 28-year-old man began shooting at children and staff leaving 49th Street Elementary School in South Central Los Angeles in California. The gunman positioned himself in a room on the second story of his home and killed two people and wounded twelve others.",3,12,14,28,0,,Yes,Black,Male,34.17622092,-118.5399542
6/29/1984,1984,15,Ianni's Club in Dallas,Nightclub,"Dallas, Texas",Close,random,revenge,"On June 29, 1984, a 39-year-old man who was rejected by a dance partner at Ianni's Dance Club in Dallas, Texas, left the club and returned with a semiautomatic pistol killing the woman and five other patrons and seriously wounded a seventh person. ",6,1,7,39,0,,Yes,White,Male,32.79480596,-96.76631094
7/18/1984,1984,14,McDonald's restaurant in San Ysidro,Restaurant,"San Ysidro, California",Close,random,psycho,"On July 18, 1984, a 41-year-old unemployed man, walked into a McDonald's restaurant in San Ysidro, California, killing twenty-one people and injuring nineteen others. The shooter was killed at the scene by a SWAT team sniper perched on the roof next door.",22,19,40,41,0,,Yes,White,Male,32.555556,-117.047656
1/21/1985,1985,25,Goddard Junior High School,School,"Goddard, Kansas",Close,Students+Teachers,Unknown,"On January 21, 1985, a 14-year-old student entered Goddard Junior High School in Goddard, Kansas. The student killed the principal and injured two teachers and another student. He was arrested 90 minutes later by a policeman in a field just south of Goddard.",1,3,4,14,0,,Yes,White,Male,37.67129418,-97.55070476
3/6/1985,1985,36,Atlanta Post Office,Post Office,"Atlanta, Georgia",Close,Coworkers,anger,"On March 6, 1985, a 30-year-old employee at the Atlanta Post Office, opened fire in the mail sorting area killing two of his coworkers and wounding a third one before he was subdue by other postal workers.",2,1,3,30,1,Atlanta Post Office,Yes,Black,Male,33.7629969,-84.4231328
8/12/1986,1986,19,New York Technical College,University,"Brooklyn, New York",Close,Teachers,revenge,"On August 12, 1986, a 29-year civil technology student  at New York Technical College in Brooklyn went to the school thinking his supervisor was the reason he had not received his financial aid. He killed the supervisor and wounded four other people. He was later arrested by the police.",1,4,5,29,0,,Yes,Black,Male,40.679276,-73.939513
8/20/1986,1986,18,"Post office in Edmond, Oklahoma",Post Office,"Edmond, Oklahoma",Close,Coworkers,Unknown,"On August 20, 1986, a 44-year-old postal worker in Edmond, Oklahoma opened fire on his supervisors and coworkers at the post office in which he worked. He killed fourteen postal employees and wounded six others before committing suicide.",15,6,20,44,1,Post Office,Yes,White,Male,35.66889223,-97.41438792
12/4/1986,1986,26,Fergus County High School,School,"Lewistown, Montana",Close,Teachers,failing exams,"On December 4, 1986, a 14-year-old student at Fergus County High School in Lewistown, Montana, disgruntled with his grades, fatally shot a teacher and wounded a vice principal and two students as he fled. He was arrested at his home an hour later.",1,3,4,14,0,,Yes,White,Male,47.03740653,-109.4844918
4/23/1987,1987,33,Palm Bay Shopping Centers,Shopping Mall/Store,"Palm Bay, Florida",Open,random,psycho,"On April 23, 1987, a 59-year-old retired librarian in Palm Bay, Florida began a shooting spree in his neighborhood, where he shot and injured several of his neighbors. He continued the shooting at two local shopping centers, killing a total of four civilians and two police officers, and injuring nine others.",6,14,20,59,0,,Yes,White,Male,27.98388983,-80.66662713
2/11/1988,1988,47,Pinellas Park High School,School,"Pinellas Park, Florida",Close,Unknown,frustration,"On February 11, 1988, two students age 15 and 16 were confronted by school personnel regarding firearms they had stolen and carried on campus. The shooting began after the staff attempted to physically restrain the students, and ended with an assistant principal killed and two others injured.",1,2,3,"15,16",0,,No,White,Male,27.84887061,-82.71058
2/16/1988,1988,46,Electromagnetic Systems Laboratory (ESL),Workplace,"Sunnyvale, California",Open+Close,Ex-Coworkers,revenge,"On February 16, 1988, a 39-year-old man arrived at his former workplace, ESL in Sunnyvale, California, and began shooting his ex-coworkers in the parking lot. After shooting through the security mechanisms on the doors of the facility, he opened fire on office equipment and employees, including a female colleague that issued a restraining order against the shooter about a week prior. The incident ended with seven fatalities and four injuries, the female coworker among the injured.",7,4,11,39,0,,Yes,White,Male,37.38344257,-122.0256185
5/20/1988,1988,17,Hubbard Woods Elementary School,School,"Winnetka, Illinois",Close,Students,terrorism,"On May 20, 1988, a 30-year-old woman entered the Hubbard Woods Elementary School with the intent to target her former in-laws' children who she believed attended the school. After shooting a boy in a bathroom down the hall, she entered a second-grade classroom and began shooting the students, killing one and injuring five more. She fled the scene and entered a home, where she injured another young man before turning the gun on herself in a bedroom.",2,7,8,30,0,,Yes,White,Female,42.10648807,-87.74211141
9/22/1988,1988,16,Comet Auto Parts and Montefiore School,School,"Chicago, Illinois",Open+Close,random,terrorism,"On September 22, 1988, a 40-year-old Vietnam veteran shot and killed two employees at a Comet Auto Parts in Chicago, Illinois before heading to the Montefiore School to continue the shooting. He injured a city worker and fatally wounded a custodian at the school before he was discovered by police. The shooter opened fire on the officers, injuring one and killing another.",5,2,6,40,0,,No,Black,Male,41.83928045,-87.68818145
9/26/1988,1988,15,Oakland Elementary School,School,"Greenwood, South Carolina",Close,Students+Teachers,psycho,"On September 26, 1988, an unemployed 19-year-old man entered the Oakland Elementary School in Greenwood, South Carolina. He was arrested after killing two 8-year-old girls and injuring seven other students and two teachers. He was later found ""guilty but mentally ill.""",2,9,11,19,0,,Yes,White,Male,34.1928952,-82.15355508
12/14/1988,1988,25,New Orleans Downtown Post Office,Post Office,"New Orleans, Louisiana",Close,Unknown,Unknown,"On December 14, 1988, a 39-year-old post office employee entered the main post office in downtown New Orleans, Louisiana, where he worked with a shotgun. He took his ex-girlfriend as a hostage and was able to hold off police and FBI agents for 13 hours until he surrendered. He injured three co-workers and one FBI agent.",0,4,4,39,1,Post Office,Unknown,Other,Male,30.0687242,-89.93147412
1/17/1989,1989,24,Cleveland Elementary School,School,"Stockton, California",Close,Students+Teachers,Unknown,"On January 17, 1989, an unemployed 24-year-old man arrived to Cleveland Elementary School in Stockton, California. He set his car on fire in the parking lot, before entering the school to begin shooting. The shooter killed five students and injured thirty others including a teacher, before killing himself.",6,30,35,24,0,,Yes,White,Male,37.96631812,-121.3018775
8/10/1989,1989,17,Orange Glenn Post Office,Post Office,"Escondido, California",Close,random,Unknown,"On August 10, 1989, a 52-year-old ""model"" postal worker murdered his wife in their home before arriving to work at the Orange Glen Post Office in Escondido, California. He then shot and killed two co-workers and injured another before taking the gun to his own head, dying later in a hospital.",4,1,4,52,1,Orange Glenn Post Office,No,White,Male,33.13439925,-117.0722528
9/14/1989,1989,14,Standard Gravure shooting,Workplace,"Louisville, Kentucky",Close,Ex-Coworkers,Unknown,"On September 14. 1989, a 47-year-old man, disgruntled by his work situation and suffering from mental illness, entered the Standard Gravure printing company in Louisville, Kentucky, his former workplace, and began shooting. The incident ended with eight fatalities and twelve gun injuries before the shooter ending his own life with a bullet.",9,12,20,47,0,,Yes,White,Male,38.249432,-85.726243
6/17/1990,1990,14,GMAC Loan Office,Shopping Mall/Store,"Jacksonville, Florida",Unknown,random,psycho,"After fatally shooting a man and woman and wounding two teenage boys, the 42-year-old gunman robbed a convenience store at gunpoint on June 17, 1990. The next day, the shooter opened fire at the General Motors Acceptance Corporation car loan office in Jacksonville, Florida, killing seven employees and a customer and injuring four others before turning the gun on himself.",12,6,17,42,0,,No,Black,Male,30.33216122,-81.67576993
8/9/1991,1991,16,Wat Promkunaram Buddhist Temple,Church/Temple,"Phoenix, Arizona",Close,monks,robbery,"On the evening on August 9, 1991, two high school students in the Air Force ROTC program entered a Buddhist monastery intending to steal cameras, golden religious paraphernalia and cash from the monks. After looting the monastery and holding the monks hostage, the boys decided to shoot and kill all nine occupants of the house to leave no witnesses of their crime.",9,0,9,,0,,No,Asian,Male,33.57145875,-112.0904854
10/10/1991,1991,20,Ridgewood Post Office,Post Office,"Ridgewood, New Jersey",Close,Ex-Coworkers,revenge,"On October 10, 1991, a 35-year old former postal clerk, apparently seeking revenge for his dismissal, killed his former supervisor with sword and shot her boyfriend at their home. Then entered the post office where he used to work in Ridgewood, New Jersey, and killed two of his former co-workers. After a four-hour standoff with police, the shooter was arrested. Before leaving his apartment, the shooter rigged a homemade bomb of explosives to his front door.",3,0,3,35,0,,Yes,Black,Male,40.98213277,-74.11264731
10/16/1991,1991,19,"Luby's Cafeteria in Killeen, Texas",Restaurant,"Killeen, Texas",Open,random,unemployement,"On October 16, 1991, a 35-year old unemployed seaman drove his truck through a window at Luby's Cafeteria in Killeen, Texas. He then opened fire, killing twenty-three people and wounding twenty before turning the gun on himself.",24,20,43,35,0,,Yes,White,Male,31.07925506,-97.73392317
11/1/1991,1991,17,University of Iowa,University,"Iowa City, Iowa",Close,Coworkers,frustration,"On November 1, 1991, a 28-year-old astrophysics researcher opened fire on academics at a meeting at the University of Iowa in Iowa City. The shooter fatally wounded three professors on his dissertation committee, an academic affairs officer, and the researcher who received the award he felt he deserved, and as well as paralyzing a student employee before committing suicide.",6,1,6,28,1,University of lowa,No,Asian,Male,41.65589405,-91.53117986
11/14/1991,1991,16,Royal Oak Post Office,Post Office,"Royal Oak, Michigan",Close,Ex-Coworkers,unemployement,"On November 14, 1991, a 31-year old former postal worker opened fire at the post office in Royal Oak, Michigan, his former workplace. He killed his four supervisors and wounded five co-workers before committing suicide.",5,5,9,31,0,,Yes,White,Male,42.50840203,-83.15387427
5/1/1992,1992,16,Lindhurst High School,School,"Olivehurst, California",Close,Students+Teachers,failing exams,"On May 1, 1992, a 20-year-old former student of Lindhurst High School in Olivehurst, California began shooting at students and teachers in classrooms. Seeking revenge for a failing grade, the shooter first killed the teacher who gave him that grade, later killing three students and injuring ten others before being arrested. ",4,10,14,20,0,,Yes,White,Male,39.08174985,-121.5549539
9/11/1992,1992,13,Palo Duro High School,School,"Amarillo, Texas",Unknown,Students,anger,"On September 11, 1992, a fight broke out in Amarillo, Texas between two students that ended with one student, a 17-year-old male, pulling a gun out and shooting. Six students were wounded before the shooter was taken into custody.",0,6,6,17,0,,Unknown,Other,Male,35.18322484,-101.8805688
10/15/1992,1992,18,Watkins Glen killings,Workplace,"Watkins Glen, New York",Close,Social Workers,frustration,"On October 15, 1992, a 50-year-old truck driver, upset about his wages being garnished for back-payments of child support, entered the Schuyler County Office Building in Watkins Glen, New York. He killed four female social workers before committing suicide.",5,0,4,50,0,,No,White,Male,42.38013875,-76.86724659
12/14/1992,1992,24,Simon's Rock College of Bard,University,"Great Barrington, Massachusetts",Close,Students+Teachers,Unknown,"On December 14, 1992, an 18-year-old student opened fire at Simon's Rock College of Bard in Great Barrington, Massachusetts. Before turning himself in to police, he killed a student and a teacher and wounded four others.",2,4,6,18,0,,No,Asian,Male,42.19358268,-73.36216339
5/6/1993,1993,15,Dana Point Post Office,Post Office,"Dana Point, California",Close,Coworkers,frustration,"On May 6, 1993, a 45-year-old postal mechanic, upset with supervisors and the management of his post office in Dearborn, Michigan, arrived to work and began shooting. He killed a supervisor and wounded two other postal employees before committing suicide.",2,2,3,45,0,,Unknown,Other,Male,42.31269522,-83.21293244
5/6/1993,1993,14,Dearborn Post Office,Post Office,"Dearborn, Michigan",Open+CLose,random,psycho,"On May 6, 1993, after murdering his mother and her dog, a 38-year-old postal employee who had been fired five months prior arrived at the post office in Dana Point, California and shot and killed a former coworker and wounded another. He later shot a man in his garage, a woman motorist, robbed and shot two others at an ATM, totaling five injured victims and one death.",1,5,6,38,0,,Yes,White,Male,33.47316083,-117.696399
7/1/1993,1993,13,Offices of Pettit & Martin in San Francisco,Workplace,"San Francisco, California",Close,lawyers,frustration,"On July 1, 1993, a 55-year-old failing entrepreneur entered the law offices of Pettit & Martin in the financial district of San Francisco, California. He then opened fire on the office, killing eight and wounding six others before turning the gun on himself. He had apparently targeted the law firm due to his deep hatred for lawyers arising from his failed business endeavors and a real estate consultation with the firm years before.",9,6,14,55,0,,No,White,Male,37.75457839,-122.4424343
7/8/1993,1993,12,Weber State University,University,"Ogden, Utah",Close,random,frustration,"On July 8, 1993, a 28-year old student shot and injured three people at a grievance hearing at Weber State University in Odgen, Utah. One of the injured was a State police officer who was able to shoot back, killing the perpetrator.",1,3,3,28,0,,No,Asian,Male,41.2281367,-111.9675317
8/6/1993,1993,15,Luigi's Restaurant in Fayetteville,Restaurant,"Fayetteville, North Carolina",Close,random,anger,"On August 6, 1993, a 22-year old army sergeant opened fire inside Luigi's Restaurant in Fayetteville, North Carolina, killing four people and injuring eight more. The shooter was ranting about gays in the military before he was shot and arrested by police.",4,8,12,22,1,Army,No,White,Male,35.07997086,-79.03796125
9/17/1993,1993,12,Central Middle School,School,"Sheridan, Wyoming",Close,random,frustration,"On September 17, 1993, a 29-year-old man recently discharged from the Navy approached a physical education class at Central Middle School in Sheridan, Wyoming and opened fire on its 29 students. He wounded four students before committing suicide in front of the class.",1,4,4,29,0,,No,White,Male,44.79051074,-106.9599165
12/7/1993,1993,23,Long Island Rail Road Commuter Train,Train,"Garden City, New York",Close,random,psycho,"On December 7, 1993, a 34-year-old mentally unstable man boarded a Lond Island Rail Road commuter train headed to Nassau County in New York. He began shooting in the train car, killing six and wounding nineteen before being apprehended by three passengers in the train.",6,19,25,34,0,,No,Black,Male,40.72662266,-73.644712
12/14/1993,1993,22,Chuck E. Cheese in Aurora,Restaurant,"Aurora, Colorado",Close,Ex-Coworkers,unemployement,"On December 14, 1993, a 19-year-old fired Chuck E. Cheese's employee in Aurora, Colorado visited his former workplace and waited until closing to confront his ex-coworkers. He then opened fire, killing three teenaged employees, one 50-year-old employee, and wounding another before being arrested.",4,1,5,19,0,,Yes,Black,Male,39.69892933,-104.7871863
12/16/1993,1993,21,Chelsea High School,School,"Chelsea, Michigan",Close,Coworkers,anger,"On December 16, 1993, after a meeting with school officials in regards to a harassment complaint made by a student, a 39-year-old Chemistry teacher at Chelsea High School in Chelsea, Michigan stormed off with his wife and went home. Still enraged by the allegation, he returned to the school, killing the superintendent and wounding the principal and a teacher before being arrested.",1,2,3,39,1,Chelsea High School,Yes,White,Male,42.31319376,-84.01868108
5/26/1994,1994,13,"Residence in Union, Kentucky",Hotel,"Union, Kentucky",Close,random,psycho,"On May 26, 1994, a 17-year-old high school student awoke in the early hours of the day to kill his parents and his sisters in their home. He then kidnapped his prom date at gunpoint and brought her to a classroom, where he held her, a teacher and 22 students hostage before being detained by police.",4,0,4,17,0,,No,White,Male,38.95130818,-84.67066339
6/20/1994,1994,13,Fairchild Air Force Base Hospital,Army/Navy/Airforce Base,"Fairchild Air Force Base, Washington",Close,psychologist+psychiatrist,anger,"On June 20, 1994, a 20-year-old discharged technician at the Fairchild Air Force Base Hospital outside of Spokane, Washington entered the office of the psychologist and psychiatrist that first diagnosed him to be unfit for service, shot and killed them both. He continued shooting at patients and visitors at the hospital, killing a young boy, the wife of a retired serviceman and wounding twenty-three more before being killed by a military police officer.",5,23,27,20,0,,Yes,White,Male,47.618456,-117.644099
11/7/1994,1994,15,Wickliffe Middle School,School,"Wickliffe, Ohio",Close,random,psycho,"On November 7, 1994, a 37-year-old man approached the Wickliffe Middle School in Wickliffe, Ohio and shot, killing a custodian. He then wounded a school administrator, a teacher and a police officer before being detained by the police.",1,3,4,37,0,,Yes,White,Male,41.60713735,-81.46902046
